143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24924,50605,13740,39954,32229,5749,21084,40129,16930,30721,24213,8449,41969,19466,10217,13223,4729,1947,5034,8907,13623,24146,8272,11609,11737,2293,1085,7024,5491,3455,11875,8589,14350,2770,120,3438,115564,66780,1011,8366,4674,37,20837,70,814,11501,1,3508,439,21249,2567,7659,1409,1416,8414,5421,98499,12251,0,0,46729,15694,30052,19484,5711,3825,35972,76419,62424,139884,64494,56655,106690,0,32153,10891,0,35034,74661,16873,47681,34025,7472,28512,69634,24162,39602,24800,6906,53319,26425,9674,18810,7277,4891,7231,12636,20565,31836,9731
46039,44682,10887,35351,29620,9135,18310,37334,16562,31494,21760,8654,36476,18129,11873,13403,19006,1490,3697,8735,14807,22812,8050,13268,10050,2339,1008,7696,5328,3228,14700,8483,12852,2420,432,3450,94136,60828,924,7284,4463,34,18826,0,247,16139,28,2728,383,18892,2849,4505,1447,1003,17614,4752,79636,11857,0,0,36080,16720,30694,20949,7521,4994,39254,79455,66937,143081,70202,62329,111390,0,33874,16309,0,60483,65487,13821,44197,37978,12491,29067,63393,21365,37984,18323,6507,47186,22993,9987,16749,22756,3713,6521,11932,18694,30285,11838
41595,47928,11523,36826,26468,6060,19985,38717,15880,29634,18706,9165,37857,17491,13855,13485,17623,1722,4719,8949,12290,21381,7366,10271,10547,2494,1012,7966,5735,2652,20275,7611,13006,2176,595,3203,98672,68569,1206,8423,4401,22,22414,-863,354,16736,52,3356,616,17404,3246,3131,1530,1020,16411,3357,72377,13917,0,0,34141,15918,28784,20195,9080,6517,33593,76091,63011,135066,62581,72212,107952,0,31585,12087,0,58221,70853,14607,46131,31620,10592,31003,66589,25458,38889,19504,6786,51947,25802,11495,18650,18259,4488,6596,12645,16502,28701,9620
19403,44292,11135,34660,24101,5244,17224,35318,15175,27921,17306,9015,37467,16118,12881,10667,545,1655,4007,8592,9295,17798,5630,10218,8541,1666,986,4972,3614,2665,8146,4814,12005,2029,506,2474,92755,64328,885,7039,3864,45,18099,0,357,16245,4,2287,209,16708,2598,4356,1126,959,5905,3944,55590,13330,0,0,33309,15673,28213,19023,6627,5622,32299,71718,57335,125048,57630,55501,103652,0,28457,10871,0,25962,64963,15635,42126,26394,8273,24275,61875,24049,41137,19397,7281,50308,23585,12558,16339,910,5016,6828,12108,14974,24557,8785
21827,48397,12275,38086,23082,4221,19659,38776,24064,33299,19082,10239,40423,18268,17129,12657,634,1556,4215,8275,8219,18993,6885,10345,8772,1467,1002,5306,4360,2595,9907,6214,12571,2752,648,3647,108282,67000,1405,9701,4465,74,20565,0,771,16445,27,3212,198,16120,5298,5796,1275,1371,6519,3010,65525,13824,0,12,42931,15680,29957,19974,8840,4027,30800,78081,62755,132945,63550,59201,112807,0,31576,10903,0,27372,68428,14895,46937,28609,6068,29442,67041,29094,39883,21422,8806,52696,24936,21957,16338,625,4658,6467,12268,15641,23409,8678
21043,43751,10123,32668,21498,5619,21529,34342,25605,28208,17864,12386,35833,15331,23766,12793,1275,1742,6476,7785,10372,17426,5396,10705,7877,1130,838,3841,3021,2103,6938,5666,11709,2926,891,3053,98175,59799,1072,8336,4914,29,18114,-698,608,13267,14,2492,239,14410,8773,3485,1069,906,6759,2566,45046,12253,0,0,31669,14708,29272,18201,6483,4098,18911,73943,63668,124418,63593,61326,112048,0,31197,10819,0,28660,66622,13061,42489,35103,8030,27494,63800,31571,39602,20672,8567,48536,19373,25826,15135,2693,4116,6991,11849,13264,24705,7650
22136,43615,9001,34118,22632,4906,22711,34188,33367,33731,19738,12917,36807,12738,41742,11097,2303,1881,4458,7829,9338,20132,4519,12213,7923,1214,806,5406,3822,2254,6175,6811,13394,2861,937,2915,71165,57384,1005,9019,3680,8,18317,0,467,11201,12,2947,83,14590,11836,3380,1133,677,6514,2445,41069,11792,0,0,32604,15871,30287,18348,6226,4072,28002,76760,63250,127434,62781,64718,117716,0,31733,11323,0,28446,64307,10394,44622,33232,6365,33700,60353,44918,43471,18002,8993,48346,20236,45310,16941,2645,4605,6957,12110,13551,23955,6416
26229,41892,10366,33872,38971,7468,16254,33581,27897,31406,17592,11865,35431,12832,26679,8900,4037,2153,4195,7121,7464,19105,4618,13876,5870,1211,726,3520,3324,1945,6698,4708,9637,1939,703,2440,95855,57837,1578,8308,4014,10,16803,0,374,11310,19,3336,180,11836,5974,3437,1274,844,6170,2422,40796,10604,0,0,29223,14385,29871,16479,5693,3631,23926,71666,55614,116688,55082,59159,113117,0,30294,10063,0,32213,59770,12406,41455,51778,7594,25149,55825,30131,32393,17716,6711,43150,18939,22084,13164,4777,4241,5320,10845,10029,22541,5995
57258,47450,11157,37809,29967,4132,22427,38151,25435,31794,21762,12033,38104,14333,46060,9572,17916,1514,3468,8432,7589,18666,7219,14964,9137,934,995,4143,4278,1601,7648,7681,10282,2275,886,2973,101566,62278,1450,9263,4216,13,19053,0,247,12755,0,3168,220,13435,13928,4587,1320,1179,7963,2372,50079,10625,0,0,40910,14810,29649,17695,7829,3585,32893,77280,57845,126907,63245,66172,111466,0,30149,14740,0,82766,68286,13404,47951,41053,6375,40111,63316,36776,43902,21841,9186,49482,19648,48041,11679,23331,4176,6804,11413,10464,24528,8839
42960,46549,10179,36174,18516,4428,20516,34145,26113,32486,22186,10109,37638,12874,52976,8159,8668,1880,3010,8152,7407,21678,6358,12906,9152,1111,1151,4317,4406,1438,8763,6205,13863,3942,807,2573,98689,59141,1346,8830,3689,35,17682,14,761,9267,27,2978,175,11185,13987,4262,1048,1029,6371,2547,43346,10895,0,0,37815,16418,30023,17678,6861,2569,29922,75592,60177,129466,66795,69441,116770,0,32544,12217,0,66560,64295,12873,45280,28514,5978,32545,57612,38630,43340,19173,8425,47217,18929,58887,10891,12103,2972,5762,10703,10361,25666,8731
